TOK,SHOT,TIME,PHASE,PGASA,RGEO,AMIN,KAPPA,SPLASMA,CONFIG,IGRADB,WALMAT,DIVMAT,LIMMAT,EVAP,BT,IP,Q95,NEL,ZEFF,DIVNAME,PL,PLTH,PFLOSS,PRADCORE,DIVCON,FRACNMIN,LHTIME,AUXHEAT,SELEC2024
AUG,28300,1.99,LH,2.0000,1.629,0.5211,1.676,43.61,SN(L),1,W,W,W,BOR,-2.814,797400,5.806,3.93E+19,0,DIV-IId,1401000,1260000,131000,0,STANDARD,1.121714286,1.995,NB,1
AUG,28300,3.187,LH,2.0000,1.627,0.5264,1.637,43.27,SN(L),1,W,W,W,BOR,-2.813,797900,5.735,3.88E+19,0,DIV-IId,1302000,1210000,119700,0,STANDARD,1.109428571,3.192,NB,1
AUG,28300,4.392,LH,2.0000,1.629,0.5291,1.626,43.36,SN(L),1,W,W,W,BOR,-2.813,797300,5.726,3.89E+19,0,DIV-IId,1368000,1220000,120000,0,STANDARD,1.11,4.397,NB,1
AUG,28394,1.54,LH,2.0000,1.621,0.5315,1.663,44.11,SN(L),1,W,W,W,BOR,-2.277,799200,4.877,4.46E+19,0,DIV-IId,1182000,1230000,0,0,STANDARD,1.274285714,1.545,EC,1
AUG,28394,3.204,LH,2.0000,1.625,0.5261,1.648,43.4,SN(L),1,W,W,W,BOR,-2.276,797100,4.699,4.11E+19,0,DIV-IId,1140000,1110000,54710,0,STANDARD,1.172857143,3.208,NB,1
AUG,28395,5.106,LH,2.0000,1.634,0.5244,1.644,43.56,SN(L),1,W,W,W,BOR,-2.275,798400,4.638,3.95E+19,0,DIV-IId,1184000,1240000,105600,0,STANDARD,1.129428571,5.111,NB,1
AUG,28396,5.125,LH,2.0000,1.631,0.5262,1.642,43.49,SN(L),1,W,W,W,BOR,-2.276,800400,4.673,4.05E+19,0,DIV-IId,1109000,1230000,138600,0,STANDARD,1.156571429,5.13,NB,1
AUG,28397,5.117,LH,2.0000,1.632,0.5272,1.642,43.62,SN(L),1,W,W,W,BOR,-2.275,799800,4.675,4.22E+19,0,DIV-IId,1193000,1220000,147700,0,STANDARD,1.205142857,5.12,NB,1
AUG,28398,5.119,LH,2.0000,1.631,0.5273,1.642,43.6,SN(L),1,W,W,W,BOR,-2.275,799600,4.691,4.23E+19,0,DIV-IId,1147000,1190000,149500,0,STANDARD,1.208285714,5.123,NB,1
AUG,28399,1.417,LH,2.0000,1.628,0.5295,1.686,44.55,SN(L),1,W,W,W,BOR,-2.278,801300,4.857,3.99E+19,0,DIV-IId,1305000,1160000,0,0,STANDARD,1.141142857,1.422,EC,1
AUG,28399,3.156,LH,2.0000,1.625,0.5255,1.65,43.36,SN(L),1,W,W,W,BOR,-2.276,797400,4.679,4.06E+19,0,DIV-IId,1031000,940000,114100,0,STANDARD,1.158857143,2.585,NB,1
AUG,28399,4.259,LH,2.0000,1.627,0.5263,1.634,43.27,SN(L),1,W,W,W,BOR,-2.276,797100,4.722,4.14E+19,0,DIV-IId,1066000,1000000,103100,0,STANDARD,1.182285714,4.264,NB,1
AUG,28399,5.114,LH,2.0000,1.635,0.5224,1.649,43.55,SN(L),1,W,W,W,BOR,-2.275,799000,4.666,4.69E+19,0,DIV-IId,1242000,1260000,153300,0,STANDARD,1.340285714,5.118,NB,1
AUG,28400,1.418,LH,2.0000,1.627,0.5295,1.686,44.55,SN(L),1,W,W,W,BOR,-2.279,801500,4.865,4.01E+19,0,DIV-IId,1275000,1190000,0,0,STANDARD,1.145428571,1.422,EC,1
AUG,30773,2.073,LH,2.0000,1.642,0.5118,1.72,44.01,SN(L),1,W,W,W,BOR,-2.49,803900,5.192,3.64E+19,0,DIV-III,1514000,1450000,54230,651300,STANDARD,1.038571429,2.083,NB,1
AUG,30773,3.234,LH,2.0000,1.628,0.5241,1.642,43.26,SN(L),1,W,W,W,BOR,-2.489,804900,5.131,3.24E+19,0,DIV-III,1241000,1150000,53160,418600,STANDARD,0.924857143,3.244,NB,1
AUG,30794,2.016,LH,2.0000,1.646,0.5082,1.742,44.16,SN(L),1,W,W,W,BOR,-2.49,802000,5.155,3.28E+19,0,DIV-III,1270000,1190000,49680,452300,STANDARD,0.937142857,2.026,NB,1
AUG,30794,3.214,LH,2.0000,1.638,0.5143,1.69,43.57,SN(L),1,W,W,W,BOR,-2.488,802500,5.093,3.34E+19,0,DIV-III,1144000,1060000,51110,377700,STANDARD,0.955142857,3.224,NB,1
AUG,30794,4.413,LH,2.0000,1.638,0.5157,1.684,43.51,SN(L),1,W,W,W,BOR,-2.488,802600,5.084,3.40E+19,0,DIV-III,1129000,1080000,52220,366600,STANDARD,0.972285714,4.423,NB,1
AUG,30796,2.034,LH,2.0000,1.644,0.5091,1.731,43.92,SN(L),1,W,W,W,BOR,-2.472,802000,5.108,3.75E+19,0,DIV-III,1395000,1290000,46270,416300,STANDARD,1.072285714,2.044,NB,1
AUG,30796,3.249,LH,2.0000,1.637,0.5152,1.685,43.5,SN(L),1,W,W,W,BOR,-2.471,802500,5.055,3.84E+19,0,DIV-III,1284000,1230000,51890,384000,STANDARD,1.096857143,3.259,NB,1
AUG,30981,2.199,LH,2.0000,1.635,0.5184,1.724,44.49,SN(L),1,W,W,W,BOR,-1.987,802300,4.261,5.07E+19,0,DIV-III,1519000,1440000,72990,586800,STANDARD,1.449714286,2.209,NB,1
AUG,30981,3.239,LH,2.0000,1.632,0.5217,1.706,44.29,SN(L),1,W,W,W,BOR,-1.985,802900,4.224,4.22E+19,0,DIV-III,1256000,1210000,43490,422900,STANDARD,1.205428571,3.249,NB,1
AUG,30981,4.436,LH,2.0000,1.632,0.522,1.703,44.24,SN(L),1,W,W,W,BOR,-1.981,802800,4.209,4.25E+19,0,DIV-III,1259000,1200000,43910,412400,STANDARD,1.214571429,4.446,NB,1
AUG,30990,2.235,LH,2.0000,1.635,0.5186,1.712,44.13,SN(L),1,W,W,W,BOR,-2.976,801600,6.312,4.22E+19,0,DIV-III,1466000,1420000,86110,528500,STANDARD,1.204285714,2.245,NB,1
AUG,30990,3.431,LH,2.0000,1.634,0.5188,1.704,43.99,SN(L),1,W,W,W,BOR,-2.973,801600,6.254,4.35E+19,0,DIV-III,1424000,1380000,88110,561800,STANDARD,1.244,3.441,NB,1
AUG,30990,4.653,LH,2.0000,1.635,0.5186,1.703,43.96,SN(L),1,W,W,W,BOR,-2.971,802000,6.239,4.66E+19,0,DIV-III,1545000,1530000,92130,612200,STANDARD,1.332285714,4.663,NB,1
AUG,30991,2.004,LH,2.0000,1.637,0.5192,1.729,44.62,SN(L),1,W,W,W,BOR,-1.688,798000,3.652,4.23E+19,0,DIV-III,1185000,1150000,43650,295400,STANDARD,1.208,2.014,NB,1
AUG,30991,3.266,LH,2.0000,1.636,0.5184,1.716,44.31,SN(L),1,W,W,W,BOR,-1.686,799100,3.609,5.09E+19,0,DIV-III,1440000,1340000,43740,581100,STANDARD,1.455142857,3.276,NB,1
AUG,31017,2.21,LH,2.0000,1.626,0.5165,1.732,44.11,SN(L),1,W,W,W,BOR,-2.981,807200,6.43,4.00E+19,0,DIV-III,1532000,1440000,88630,0,STANDARD,1.141714286,2.22,NB,1
AUG,31017,3.403,LH,2.0000,1.626,0.5204,1.717,44.09,SN(L),1,W,W,W,BOR,-2.981,806800,6.422,4.14E+19,0,DIV-III,1482000,1390000,90990,0,STANDARD,1.181428571,3.413,NB,1
AUG,31017,4.615,LH,2.0000,1.629,0.5214,1.718,44.26,SN(L),1,W,W,W,BOR,-2.981,807800,6.419,4.30E+19,0,DIV-III,1509000,1430000,92090,0,STANDARD,1.228857143,4.625,NB,1
AUG,31018,2.034,LH,2.0000,1.627,0.519,1.744,44.51,SN(L),1,W,W,W,BOR,-1.694,803900,3.72,5.22E+19,0,DIV-III,1408000,1360000,45540,0,STANDARD,1.492571429,2.044,NB,1
AUG,31018,3.218,LH,2.0000,1.628,0.5204,1.727,44.37,SN(L),1,W,W,W,BOR,-1.691,802800,3.679,4.91E+19,0,DIV-III,1328000,1280000,47790,0,STANDARD,1.403428571,3.228,NB,1
AUG,27356,2.191,LH,1.0000,1.609,0.5293,1.716,44.52,SN(L),1,W,W,W,BOR,-2.439,998000,4.494,5.57E+19,0,DIV-IId,2963000,2750000,134200,1345000,STANDARD,1.392,2.201,NBEC,1
AUG,27357,2.227,LH,1.0000,1.608,0.5299,1.717,44.59,SN(L),1,W,W,W,BOR,-2.439,997700,4.522,5.31E+19,0,DIV-IId,2941000,2660000,145900,1374000,STANDARD,1.3265,2.237,NBEC,1
AUG,27358,2.224,LH,1.0000,1.608,0.5301,1.717,44.59,SN(L),1,W,W,W,BOR,-2.439,997700,4.523,5.27E+19,0,DIV-IId,3080000,2770000,142200,1340000,STANDARD,1.31725,2.234,NBEC,1
AUG,27359,2.24,LH,1.0000,1.606,0.5308,1.715,44.53,SN(L),1,W,W,W,BOR,-2.436,998100,4.474,5.98E+19,0,DIV-IId,3137000,2840000,142700,1428000,STANDARD,1.4955,2.25,NBEC,1
AUG,27365,1.193,LH,1.0000,1.639,0.5104,1.684,43.12,SN(L),1,W,W,W,BOR,-2.488,796500,4.911,4.55E+19,0,DIV-IId,2667000,2550000,162100,1291000,STANDARD,1.3,1.203,NBEC,1
AUG,27366,1.318,LH,1.0000,1.636,0.51,1.704,43.43,SN(L),1,W,W,W,BOR,-2.483,798700,5.041,4.85E+19,0,DIV-IId,2649000,2530000,170000,1277000,STANDARD,1.384857143,1.328,NBEC,1
AUG,27367,3.178,LH,1.0000,1.638,0.5195,1.67,43.65,SN(L),1,W,W,W,BOR,-2.29,996600,3.77,4.00E+19,0,DIV-IId,2846000,2530000,120200,1015000,STANDARD,1.0005,3.188,NBEC,0
AUG,27368,2.826,LH,1.0000,1.626,0.5192,1.659,43.06,SN(L),1,W,W,W,BOR,-2.29,998100,3.753,3.97E+19,0,DIV-IId,2650000,2640000,42570,946400,STANDARD,0.9915,2.836,NBEC,0
AUG,27369,2.898,LH,1.0000,1.632,0.5124,1.674,42.9,SN(L),1,W,W,W,BOR,-2.293,998300,3.723,2.98E+19,0,DIV-IId,2891000,2900000,57140,1092000,STANDARD,0.74575,2.908,NBEC,0
AUG,27370,3.09,LH,1.0000,1.633,0.5175,1.66,43.2,SN(L),1,W,W,W,BOR,-2.296,997500,3.713,2.15E+19,0,DIV-IId,3654000,3540000,168600,1362000,STANDARD,0.53725,3.1,NBEC,0
AUG,27372,2.31,LH,1.0000,1.605,0.532,1.715,44.61,SN(L),1,W,W,W,BOR,-2.489,997300,4.674,5.59E+19,0,DIV-IId,3523000,3250000,150700,1518000,STANDARD,1.39625,2.32,NBEC,1
AUG,35241,2.56,LH,1.0000,1.627,0.5163,1.661,42.83,SN(L),1,W,W,W,BOR,-2.47,801000,5.179,5.46E+19,0,DIV-III,3337000,3337000,0,754100,STANDARD,1.559142857,2.057,EC,1
AUG,35241,2.27,LH,1.0000,1.626,0.5189,1.65,42.75,SN(L),1,W,W,W,BOR,-2.47,800300,5.149,5.39E+19,0,DIV-III,2644000,2644000,0,640500,STANDARD,1.539142857,2.057,EC,1
AUG,35241,4.07,LH,1.0000,1.624,0.523,1.636,42.94,SN(L),1,W,W,W,BOR,-2.469,799900,5.097,4.61E+19,0,DIV-III,2204000,2204000,0,620700,STANDARD,1.318,4.083,EC,1
AUG,35241,6.05,LH,1.0000,1.625,0.5227,1.635,42.96,SN(L),1,W,W,W,BOR,-2.468,799600,5.066,4.56E+19,0,DIV-III,2213000,2159000,53260,615700,STANDARD,1.303714286,6.064,NBEC,1
AUG,35266,2.261,LH,1.0000,1.626,0.5169,1.669,42.8,SN(L),1,W,W,W,BOR,-2.47,798500,5.168,4.44E+19,0,DIV-III,2831000,2718000,113300,678800,STANDARD,1.269428571,2.271,NBEC,0
AUG,35266,4.525,LH,1.0000,1.627,0.5178,1.667,43.1,SN(L),1,W,W,W,BOR,-2.469,798500,5.152,4.49E+19,0,DIV-III,2993000,2858000,134300,749400,STANDARD,1.282,4.523,NBEC,0
AUG,35842,2.194,LH,2.0000,1.618,0.5209,1.63,42.54,SN(L),1,W,W,W,BOR,-2.454,797500,4.964,3.84E+19,0,DIV-III,930400,930400,0,329500,STANDARD,1.097142857,2.195,EC,1
AUG,35842,4.58,LH,2.0000,1.631,0.5242,1.632,43.06,SN(L),1,W,W,W,BOR,-2.451,791000,5.001,3.91E+19,0,DIV-III,969300,912400,56880,324400,STANDARD,1.116,4.59,NBEC,1
AUG,35843,2.99,LH,2.0000,1.621,0.5184,1.625,42.26,SN(L),1,W,W,W,BOR,-2.451,798400,4.899,4.69E+19,0,DIV-III,1120000,1094000,25940,304700,STANDARD,1.341142857,2.98,NBEC,1
AUG,35843,5.39,LH,2.0000,1.633,0.5233,1.623,43.08,SN(L),1,W,W,W,BOR,-2.45,792700,4.942,4.87E+19,0,DIV-III,1148000,1122000,25930,427900,STANDARD,1.391142857,5.38,NBEC,1
AUG,35916,2.51,LH,2.0000,1.629,0.5143,1.651,42.69,SN(L),1,W,W,W,BOR,-2.446,799400,4.871,5.22E+19,0,DIV-III,1238000,1238000,0,327500,STANDARD,1.49,2.5,EC,1
AUG,35916,5.09,LH,2.0000,1.628,0.5184,1.631,42.66,SN(L),1,W,W,W,BOR,-2.444,796400,4.877,4.91E+19,0,DIV-III,1249000,1215000,33820,337600,STANDARD,1.402571429,5.08,NBEC,1
AUG,36983,2.74,LH,2.0000,1.615,0.5297,1.679,44.02,SN(L),1,W,W,W,BOR,-2.485,795300,5.498,2.85E+19,0,DIV-III,1096000,1096000,0,314200,STANDARD,0.813428571,2.78,EC,0
AUG,36984,2.79,LH,2.0000,1.615,0.5293,1.68,43.82,SN(L),1,W,W,W,BOR,-2.485,796200,5.52,2.68E+19,0,DIV-III,1056000,1056000,0,355200,STANDARD,0.765714286,2.78,EC,0
AUG,37908,3.31,LHL,2.0000,1.62,0.5269,1.709,44.36,SN(L),1,W,W,W,BOR,-2.489,1196000,3.673,1.92E+19,0,DIV-III,2363000,2363000,0,1463000,STANDARD,,3.485,EC,0
AUG,37908,3.48,LH,2.0000,1.621,0.527,1.711,44.44,SN(L),1,W,W,W,BOR,-2.487,1198000,3.671,1.89E+19,0,DIV-III,2458000,2458000,0,1469000,STANDARD,,3.485,EC,0
AUG,37909,2.36,LHL,2.0000,1.621,0.5264,1.722,44.49,SN(L),1,W,W,W,BOR,-2.487,1195000,3.717,2.76E+19,0,DIV-III,1334000,1334000,0,596500,STANDARD,,3.12,EC,0
AUG,37909,2.69,LH,2.0000,1.622,0.5247,1.725,44.53,SN(L),1,W,W,W,BOR,-2.487,1196000,3.698,2.88E+19,0,DIV-III,1415000,1415000,0,811200,STANDARD,,3.12,EC,0
AUG,38104,1.56,LH,2.0000,1.623,0.5241,1.697,44.26,SN(L),1,W,W,W,BOR,-2.487,996400,4.304,3.53E+19,0,DIV-III,1334000,1310000,23480,487600,STANDARD,0.8835,1.57,NB,1
AUG,38170,2.46,LH,1.0000,1.633,0.5113,1.674,42.88,SN(L),1,W,W,W,BOR,-2.482,800800,4.983,4.38E+19,0,DIV-III,2605000,2424000,180900,882000,STANDARD,1.25,2.473,NBEC,0
AUG,38170,5.38,LH,1.0000,1.629,0.5169,1.631,42.54,SN(L),1,W,W,W,BOR,-2.482,796300,4.912,4.68E+19,0,DIV-III,2098000,2098000,0,667300,STANDARD,1.337142857,5.39,EC,1
AUG,38176,4.49,LHL,1.0000,1.626,0.5187,1.726,44.13,SN(L),1,W,W,W,BOR,-2.487,1157000,3.757,2.97E+19,0,DIV-III,2823000,2823000,0,953100,STANDARD,,4.82,EC,0
AUG,38176,4.76,LHL,1.0000,1.627,0.5165,1.722,44.01,SN(L),1,W,W,W,BOR,-2.487,1119000,3.851,2.93E+19,0,DIV-III,2954000,2954000,0,971300,STANDARD,,4.82,EC,0
AUG,38176,4.81,LH,1.0000,1.628,0.516,1.724,44.03,SN(L),1,W,W,W,BOR,-2.486,1113000,3.871,2.93E+19,0,DIV-III,2964000,2964000,0,1080000,STANDARD,,4.82,EC,0
AUG,38177,3.16,LHL,1.0000,1.626,0.5191,1.738,44.34,SN(L),1,W,W,W,BOR,-2.487,1197000,3.706,2.85E+19,0,DIV-III,3190000,3190000,0,964800,STANDARD,,3.273,EC,0
AUG,28843,1.607,LH,2.0000,1.621,0.5232,1.71,44.27,SN(L),1,W,W,W,BOR,-2.473,996100,4.286,4.78E+19,0,DIV-IId,1633000,1499000,118200,0,STANDARD,1.19475,1.617,NB,1
AUG,28869,1.641,LH,2.0000,1.623,0.5194,1.717,44.17,SN(L),1,W,W,W,BOR,-2.48,996200,4.271,4.86E+19,0,DIV-IId,1727000,1564000,145500,435400,STANDARD,1.21525,1.651,NB,1
AUG,29248,1.554,LH,2.0000,1.62,0.5216,1.715,44.31,SN(L),1,W,W,W,BOR,-2.501,996900,4.309,4.67E+19,0,DIV-IId,1606000,1499000,91380,317300,STANDARD,1.16825,1.564,NB,1
AUG,29367,1.547,LH,2.0000,1.617,0.524,1.706,44.27,SN(L),1,W,W,W,BOR,-2.497,997400,4.317,4.64E+19,0,DIV-IId,1587000,1488000,86750,345300,STANDARD,1.16025,1.557,NB,1
AUG,29417,1.553,LH,2.0000,1.614,0.5271,1.695,44.31,SN(L),1,W,W,W,BOR,-2.503,997900,4.334,4.64E+19,0,DIV-IId,1547000,1459000,75620,426800,STANDARD,1.16025,1.563,NB,1
AUG,29666,1.554,LH,2.0000,1.616,0.5248,1.703,44.25,SN(L),1,W,W,W,BOR,-2.518,997600,4.357,4.63E+19,0,DIV-IId,1494000,1403000,77800,371400,STANDARD,1.15775,1.564,NB,1
AUG,29756,1.555,LH,2.0000,1.62,0.5218,1.719,44.38,SN(L),1,W,W,W,BOR,-2.505,997600,4.327,4.52E+19,0,DIV-IId,1471000,1368000,90570,307900,STANDARD,1.12925,1.565,NB,1
AUG,29828,1.557,LH,2.0000,1.617,0.5252,1.703,44.31,SN(L),1,W,W,W,BOR,-2.485,998800,4.289,4.64E+19,0,DIV-IId,1475000,1386000,75110,333100,STANDARD,1.159,1.567,NB,1
AUG,30271,1.557,LH,2.0000,1.613,0.5242,1.708,44.22,SN(L),1,W,W,W,BOR,-2.459,1000000,4.364,4.63E+19,0,DIV-III,1632000,1570000,12340,487000,STANDARD,1.157,1.567,NB,1
AUG,32403,1.597,LH,2.0000,1.624,0.5248,1.696,44.31,SN(L),1,W,W,W,BOR,-2.488,991400,4.301,4.78E+19,0,DIV-III,1658000,1553000,105500,535600,STANDARD,1.1955,1.607,NB,1
AUG,33232,1.576,LH,2.0000,1.623,0.525,1.695,44.28,SN(L),1,W,W,W,BOR,-2.491,995900,4.299,5.01E+19,0,DIV-III,1531000,1453000,78210,424100,STANDARD,1.25275,1.586,NB,1
AUG,35125,1.604,LH,2.0000,1.626,0.5221,1.711,44.36,SN(L),1,W,W,W,BOR,-2.471,995700,4.3,4.71E+19,0,DIV-III,1535000,1474000,60600,460900,STANDARD,1.17625,1.614,NB,1
AUG,36126,1.576,LH,2.0000,1.627,0.521,1.713,44.33,SN(L),1,W,W,W,BOR,-2.451,994900,4.302,4.84E+19,0,DIV-III,1559000,1545000,13900,468400,STANDARD,1.21,1.586,NB,1
AUG,36749,1.984,LH,1.0000,1.623,0.5201,1.702,43.69,SN(L),1,W,W,W,BOR,-2.444,996100,4.31,5.80E+19,0,DIV-III,3577000,3511000,66420,0,STANDARD,1.449,1.994,NB,1
AUG,36937,1.508,LH,2.0000,1.62,0.5259,1.69,44.17,SN(L),1,W,W,W,BOR,-2.486,996300,4.3,4.99E+19,0,DIV-III,1755000,1741000,13480,512600,STANDARD,1.24775,1.518,NBEC,1
AUG,37167,1.59,LH,2.0000,1.622,0.524,1.699,44.24,SN(L),1,W,W,W,BOR,-2.477,994900,4.315,4.76E+19,0,DIV-III,1615000,1594000,21820,481900,STANDARD,1.1895,1.6,NB,1
AUG,37240,1.556,LH,2.0000,1.622,0.5248,1.694,44.17,SN(L),1,W,W,W,BOR,-2.482,995500,4.3,3.48E+19,0,DIV-III,1441000,1415000,25510,467700,STANDARD,0.8695,1.566,NB,0
AUG,37423,1.57,LH,2.0000,1.626,0.5239,1.72,44.38,SN(L),1,W,W,W,BOR,-2.488,1003000,4.35,3.31E+19,0,DIV-III,1694000,1665000,28870,595600,STANDARD,0.82825,1.58,NB,0
AUG,37424,1.538,LH,2.0000,1.627,0.5218,1.726,44.39,SN(L),1,W,W,W,BOR,-2.487,998200,4.352,3.33E+19,0,DIV-III,1517000,1499000,17850,525300,STANDARD,0.832,1.548,NB,0
AUG,37480,1.599,LH,2.0000,1.627,0.5188,1.715,44.25,SN(L),1,W,W,W,BOR,-2.489,995700,4.314,3.25E+19,0,DIV-III,1479000,1439000,40240,0,STANDARD,0.81225,1.609,NB,0
AUG,37487,1.601,LH,2.0000,1.623,0.5222,1.7,44.11,SN(L),1,W,W,W,BOR,-2.48,996300,4.325,3.27E+19,0,DIV-III,1448000,1405000,42640,517600,STANDARD,0.8165,1.611,NB,0
AUG,37495,1.597,LH,2.0000,1.623,0.5229,1.699,44.11,SN(L),1,W,W,W,BOR,-2.486,995700,4.321,3.33E+19,0,DIV-III,1408000,1373000,34410,606400,STANDARD,0.83125,1.607,NB,0
AUG,37503,1.56,LH,2.0000,1.622,0.5236,1.698,44.17,SN(L),1,W,W,W,BOR,-2.481,995700,4.304,3.36E+19,0,DIV-III,1422000,1394000,27780,548300,STANDARD,0.83875,1.57,NB,0
AUG,37560,1.538,LH,2.0000,1.619,0.5268,1.686,44.17,SN(L),1,W,W,W,BOR,-2.482,995800,4.307,3.35E+19,0,DIV-III,1405000,1378000,27320,482700,STANDARD,0.83675,1.548,NB,0
AUG,37611,1.596,LH,2.0000,1.622,0.5234,1.695,44.11,SN(L),1,W,W,W,BOR,-2.488,995700,4.327,3.41E+19,0,DIV-III,1477000,1437000,40120,575100,STANDARD,0.85325,1.606,NB,0
AUG,37628,1.594,LH,2.0000,1.623,0.5223,1.701,44.13,SN(L),1,W,W,W,BOR,-2.48,996100,4.306,3.42E+19,0,DIV-III,1456000,1419000,36600,500700,STANDARD,0.8545,1.604,NB,0
AUG,37751,1.559,LH,2.0000,1.623,0.526,1.685,44.32,SN(L),1,W,W,W,BOR,-2.487,996100,4.316,3.54E+19,0,DIV-III,1399000,1376000,23340,445000,STANDARD,0.885,1.569,NB,1
AUG,37776,1.601,LH,2.0000,1.625,0.5215,1.703,43.96,SN(L),1,W,W,W,BOR,-2.48,996100,4.387,3.40E+19,0,DIV-III,1545000,1513000,32650,525400,STANDARD,0.84975,1.611,NB,0
AUG,37811,1.538,LH,2.0000,1.624,0.5244,1.7,44.39,SN(L),1,W,W,W,BOR,-2.482,995800,4.317,3.51E+19,0,DIV-III,1360000,1337000,22570,451600,STANDARD,0.878,1.548,NB,1
AUG,37829,1.582,LH,2.0000,1.623,0.524,1.698,44.21,SN(L),1,W,W,W,BOR,-2.482,995700,4.332,3.45E+19,0,DIV-III,1383000,1351000,32350,544000,STANDARD,0.862,1.592,NB,0
AUG,37933,1.538,LH,2.0000,1.623,0.5256,1.695,44.35,SN(L),1,W,W,W,BOR,-2.479,996000,4.309,3.37E+19,0,DIV-III,1437000,1412000,24660,571400,STANDARD,0.8435,1.548,NB,0
AUG,38325,1.596,LH,2.0000,1.623,0.5247,1.701,44.35,SN(L),1,W,W,W,BOR,-2.498,995700,4.318,4.78E+19,0,DIV-III,1558000,1537000,21030,454300,STANDARD,1.195,1.606,NB,1
AUG,38394,1.588,LH,2.0000,1.624,0.5221,1.706,44.23,SN(L),1,W,W,W,BOR,-2.503,995300,4.302,4.83E+19,0,DIV-III,1556000,1535000,21590,450300,STANDARD,1.20675,1.598,NB,1
AUG,38466,1.592,LH,2.0000,1.627,0.5221,1.711,44.38,SN(L),1,W,W,W,BOR,-2.505,995800,4.307,4.81E+19,0,DIV-III,1552000,1532000,20470,405000,STANDARD,1.203,1.602,NB,1
AUG,39724,1.85,LH,1.0000,1.631,0.5138,1.712,43.52,SN(L),1,W,W,W,BOR,-2.503,996800,4.203,4.82E+19,0,DIV-III,3985000,3890000,94700,778700,STANDARD,1.2055,1.86,NB,1
AUG,39758,1.82,LH,1.0000,1.628,0.5188,1.714,44.13,SN(L),1,W,W,W,BOR,-2.497,997500,4.315,4.68E+19,0,DIV-III,3496000,3419000,77430,767600,STANDARD,1.17,1.83,NB,1
AUG,40024,1.588,LH,2.0000,1.628,0.5226,1.719,44.88,SN(L),1,W,W,W,BOR,-2.506,996000,4.375,4.91E+19,0,DIV-III,1594000,1577000,16590,381300,STANDARD,1.22625,1.598,NB,1
AUG,28133,1.301,LHblip,2.0000,1.659,0.482,1.744,42.47,SN(L),1,W,W,W,BOR,-2.289,605300,5.331,2.58E+19,0,DIV-IId,950000,950000,91130,323300,STANDARD,1.032,1.306,NBEC,1
AUG,28133,3.028,LHblip,2.0000,1.621,0.5229,1.709,44.08,SN(L),1,W,W,W,BOR,-2.288,599300,6.739,2.69E+19,0,DIV-IId,880000,880000,0,411800,STANDARD,1.076,3.033,EC,1
AUG,36981,2.76,LH,2.0000,1.609,0.5395,1.659,43.98,SN(L),1,W,W,W,BOR,-2.482,796100,5.672,4.79E+19,0,DIV-III,1250000,1250000,39100,421300,STANDARD,1.595,2.77,NBEC,1
AUG,38110,3.56,LH,2.0000,1.623,0.5234,1.628,42.82,SN(L),1,W,W,W,BOR,-2.481,796700,4.98,3.77E+19,0,DIV-III,1180000,1180000,32830,444700,STANDARD,1.255666667,3.57,NBEC,1
AUG,41219,2.54,LH,2.0000,1.625,0.509,1.693,42.89,SN(L),1,W,W,W,BOR,-2.976,794700,6.046,3.70E+19,0,DIV-III,1253000,1231000,22180,335900,STANDARD,1.232333333,2.55,NB,1
AUG,41234,2.225,LH,2.0000,1.626,0.506,1.705,42.76,SN(L),1,W,W,W,BOR,-2.386,795200,4.832,3.70E+19,0,DIV-III,996100,984800,11290,0,STANDARD,1.232333333,2.235,NB,1
JET,84515,55.78,LH,1.9940,2.87944,0.949358,1.64217,138.948,SN(B),1,Be,W,Be,NONE,-1.79605,-1648450,3.35857,2.31E+19,1,MkII-HD,1510430,1510430,0,134382,V5,0,55.815,NB,1
JET,87388,49.645,LH,1.9180,2.87353,0.945414,1.69582,141.637,SN(B),1,Be,W,Be,NONE,-3.6848,-3942340,3.01755,5.26E+19,-,MkII-HD,12286400,12202500,83948.5,-,CORNER,0,49.68,NBIC,1
JET,87481,49.825,LH,1.9530,2.85668,0.966393,1.65014,140.905,SN(B),1,Be,W,Be,NONE,-1.28971,-1358900,3.07935,1.92E+19,-,MkII-HD,1994790,1872740,122041,-,CORNER,0,49.86,NB,1
JET,87482,47.463,LH,1.9170,2.86533,0.967314,1.65271,141.642,SN(B),1,Be,W,Be,NONE,-1.91676,-2065290,3.00639,2.40E+19,1.06396,MkII-HD,3847980,3721680,126296,-,CORNER,0,47.498,NB,1
JET,87483,48.818,LH,1.8880,2.88515,0.948551,1.68391,142.006,SN(B),1,Be,W,Be,NONE,-3.22555,-3442770,2.97417,3.15E+19,1.17347,MkII-HD,9141670,9033470,108203,-,CORNER,0,48.853,NBIC,1
JET,87538,53.995,LH,1.9810,2.88522,0.951266,1.6359,139.179,SN(B),1,Be,W,Be,NONE,-2.38956,-1960510,3.76206,3.24E+19,-,MkII-HD,4741740,4741740,0,-,V5,0,54.03,NB,1
JET,87595,57.645,LH,1.9760,2.90131,0.906305,1.69617,137.28,SN(B),1,Be,W,Be,NONE,-2.98878,-2460340,3.48346,3.32E+19,1.23506,MkII-HD,7965140,7788420,176715,-,VT,0,57.68,NB,1
