TOK,SHOT,TIME,PHASE,PGASA,RGEO,AMIN,KAPPA,SPLASMA,CONFIG,IGRADB,WALMAT,DIVMAT,LIMMAT,EVAP,BT,IP,Q95,NEL,ZEFF,DIVNAME,PL,PLTH,PFLOSS,PRADCORE,DIVCON,FRACNMIN,LHTIME,AUXHEAT,SELEC2024
AUG,23798,1.81,LH,2.0000,1.617,0.5242,1.723,44.44,SN(L),1,W,W,W,BOR,-2.487,999600,4.325,4.86E+19,0,DIV-IIc,1278000,1300000,69530,0,STANDARD,1.21475,1.82,NBEC,1
AUG,24095,2.296,LH,2.0000,1.63,0.5092,1.808,45.07,SN(L),1,W,W,W,BOR,-2.341,1007000,4.116,4.97E+19,0,DIV-IIc,1737000,1660000,92840,0,STANDARD,1.243,2.302,NB,1
AUG,24096,2.416,LH,2.0000,1.629,0.5093,1.796,44.82,SN(L),1,W,W,W,BOR,-2.34,998000,4.124,5.20E+19,0,DIV-IIc,1886000,1780000,119700,0,STANDARD,1.29975,2.426,NB,1
AUG,24098,2.095,LH,2.0000,1.626,0.5127,1.786,44.88,SN(L),1,W,W,W,BOR,-2.341,998300,4.145,4.62E+19,0,DIV-IIc,1692000,1600000,30090,0,STANDARD,1.15525,2.105,NBEC,1
AUG,24573,2.871,LH,2.0000,1.623,0.5267,1.726,44.82,SN(L),1,W,W,W,BOR,-2.337,998200,4.062,2.33E+19,0,DIV-IIc,1915000,1900000,0,0,STANDARD,0.5815,2.877,EC,0
AUG,25744,2.42,LH,2.0000,1.664,0.4999,1.751,44.34,SN(L),1,W,W,W,BOR,-2.34,994500,3.614,4.94E+19,0,DIV-IIc,1349000,1400000,0,687300,STANDARD,1.23525,2.425,EC,1
AUG,26278,2.379,LH,2.0000,1.613,0.5147,1.685,42.79,SN(L),1,W,W,W,BOR,-2.492,799900,5.01,2.10E+19,0,DIV-IId,1503000,1340000,0,584200,STANDARD,0.599714286,2.382,EC,0
AUG,26279,1.882,LH,2.0000,1.616,0.5116,1.697,42.82,SN(L),1,W,W,W,BOR,-2.493,799400,5.006,2.14E+19,0,DIV-IId,1066000,1400000,0,509900,STANDARD,0.612,1.884,EC,0
AUG,26279,4.351,LH,2.0000,1.613,0.5148,1.684,42.79,SN(L),1,W,W,W,BOR,-2.491,798700,4.995,2.74E+19,0,DIV-IId,794500,970000,125900,444400,STANDARD,0.784,4.353,NBEC,0
AUG,26317,1.223,LH,2.0000,1.61,0.5198,1.761,44.47,SN(L),1,W,W,W,BOR,-2.484,800800,5.56,1.90E+19,0,DIV-IId,1490000,1590000,0,589200,STANDARD,0.542,1.226,ECIC,0
AUG,26318,1.212,LH,2.0000,1.614,0.5193,1.762,44.59,SN(L),1,W,W,W,BOR,-2.486,800300,5.541,1.98E+19,0,DIV-IId,1350000,1450000,0,451300,STANDARD,0.564285714,1.215,ECIC,0
AUG,26319,1.238,LH,2.0000,1.613,0.5211,1.756,44.63,SN(L),1,W,W,W,BOR,-2.487,800800,5.543,2.22E+19,0,DIV-IId,1190000,1270000,0,337700,STANDARD,0.632857143,1.241,IC,0
AUG,26320,1.257,LH,2.0000,1.612,0.522,1.754,44.62,SN(L),1,W,W,W,BOR,-2.484,800000,5.568,2.32E+19,0,DIV-IId,1217000,1230000,0,349300,STANDARD,0.662571429,1.259,IC,0
AUG,26322,1.264,LH,2.0000,1.611,0.5215,1.757,44.62,SN(L),1,W,W,W,BOR,-2.629,800500,5.892,2.30E+19,0,DIV-IId,1261000,1300000,0,0,STANDARD,0.656,1.268,IC,0
AUG,26328,1.596,LH,2.0000,1.617,0.5299,1.729,45.01,SN(L),1,W,W,W,BOR,-2.49,998100,4.49,5.40E+19,0,DIV-IId,1839000,1630000,91950,566900,STANDARD,1.351,1.606,NB,1
AUG,26357,2.84,LH,2.0000,1.629,0.5325,1.649,43.93,SN(L),1,W,W,W,BOR,-2.326,998100,3.835,1.67E+19,0,DIV-IId,2125000,2300000,0,1067000,STANDARD,0.418,2.85,EC,0
AUG,26358,1.208,LH,2.0000,1.634,0.4928,1.81,43.92,SN(L),1,W,W,W,BOR,-2.328,1011000,3.754,1.71E+19,0,DIV-IId,1974000,1970000,0,609000,STANDARD,0.42825,1.213,EC,0
AUG,26358,2.65,LH,2.0000,1.624,0.5307,1.647,43.67,SN(L),1,W,W,W,BOR,-2.327,997200,3.829,1.41E+19,0,DIV-IId,3152000,3150000,0,1625000,STANDARD,0.353,2.66,EC,0
AUG,26358,4.09,LH,2.0000,1.623,0.5299,1.65,43.61,SN(L),1,W,W,W,BOR,-2.326,997700,3.833,2.02E+19,0,DIV-IId,1744000,1790000,37300,968900,STANDARD,0.504,4.1,NBEC,0
AUG,26359,3.75,LHL,2.0000,1.623,0.5311,1.648,43.66,SN(L),1,W,W,W,BOR,-2.326,998200,3.84,1.70E+19,0,DIV-IId,2363000,2420000,10210,1352000,STANDARD,0.42575,-1.00E-08,NBEC,0
AUG,26448,1.16,LH,2.0000,1.644,0.4895,1.809,43.75,SN(L),1,W,W,W,BOR,-2.473,802600,4.829,4.10E+19,0,DIV-IId,1130000,1100000,0,314600,STANDARD,1.170571429,1.17,EC,1
AUG,26651,1.554,LH,2.0000,1.62,0.527,1.735,44.99,SN(L),1,W,W,W,BOR,-2.491,998200,4.465,5.69E+19,0,DIV-IId,2023000,1930000,176700,636000,STANDARD,1.4235,1.564,NB,1
AUG,26705,1.578,LH,2.0000,1.624,0.5205,1.726,44.38,SN(L),1,W,W,W,BOR,-2.491,996000,4.299,4.83E+19,0,DIV-IId,1380000,1640000,117200,452700,STANDARD,1.2075,1.588,NB,1
AUG,26706,1.599,LH,2.0000,1.625,0.5198,1.734,44.51,SN(L),1,W,W,W,BOR,-2.491,995700,4.317,4.92E+19,0,DIV-IId,1403000,1420000,131800,415000,STANDARD,1.229,1.607,NB,1
AUG,26707,1.724,LH,2.0000,1.624,0.5199,1.733,44.44,SN(L),1,W,W,W,BOR,-2.491,996900,4.322,5.08E+19,0,DIV-IId,1679000,1550000,184200,679100,STANDARD,1.26925,1.733,NBEC,1
AUG,26734,3.007,LH,2.0000,1.624,0.5303,1.65,43.67,SN(L),1,W,W,W,BOR,-2.324,998900,3.832,1.49E+19,0,DIV-IId,3167000,3120000,0,1646000,STANDARD,0.37275,3.014,EC,0
AUG,26737,1.765,LH,2.0000,1.633,0.5194,1.673,43.56,SN(L),1,W,W,W,BOR,-2.309,995700,3.69,1.55E+19,0,DIV-IId,2068000,2150000,0,1228000,STANDARD,0.387,1.77,EC,0
AUG,26737,3.385,LH,2.0000,1.625,0.5281,1.658,43.64,SN(L),1,W,W,W,BOR,-2.308,998100,3.814,1.54E+19,0,DIV-IId,3403000,3620000,31780,1864000,STANDARD,0.385,3.395,NBEC,0
AUG,26766,1.71,LHblip,2.0000,1.642,0.516,1.684,43.77,SN(L),1,W,W,W,BOR,-2.357,996900,3.728,2.58E+19,0,DIV-IId,1160000,1200000,0,505000,STANDARD,0.64575,1.718,EC,0
AUG,26766,5.238,LH,2.0000,1.624,0.5313,1.649,43.74,SN(L),1,W,W,W,BOR,-2.357,997900,3.904,2.51E+19,0,DIV-IId,1447000,1400000,59960,739400,STANDARD,0.6285,5.245,NBEC,0
AUG,26767,1.915,LHL,2.0000,1.635,0.519,1.652,43.37,SN(L),1,W,W,W,BOR,-2.355,997500,3.72,1.73E+19,0,DIV-IId,1520000,1500000,6554,736500,STANDARD,0.43325,2.238,NBEC,0
AUG,26767,2.23,LH,2.0000,1.626,0.5249,1.64,43.25,SN(L),1,W,W,W,BOR,-2.356,1000000,3.79,1.70E+19,0,DIV-IId,1811000,1800000,0,904100,STANDARD,0.42375,2.238,EC,0
AUG,26767,3.1,LHL,2.0000,1.63,0.5269,1.647,43.63,SN(L),1,W,W,W,BOR,-2.356,998200,3.852,1.56E+19,0,DIV-IId,2464000,2470000,7270,1380000,STANDARD,0.3895,2.76,NBEC,0
AUG,26767,5.295,LH,2.0000,1.623,0.5323,1.639,43.71,SN(L),1,W,W,W,BOR,-2.355,997400,3.909,2.10E+19,0,DIV-IId,1856000,1760000,101800,1216000,STANDARD,0.52475,5.31,NBEC,0
AUG,26994,1.516,LH,2.0000,1.635,0.5103,1.714,43.66,SN(L),1,W,W,W,BOR,-2.431,994900,3.993,3.24E+19,0,DIV-IId,1353000,1400000,0,416900,STANDARD,0.809,1.523,EC,0
AUG,26994,2.512,LHblip,2.0000,1.622,0.5144,1.685,43.01,SN(L),1,W,W,W,BOR,-2.431,996800,3.934,3.41E+19,0,DIV-IId,875900,600000,0,433400,STANDARD,0.8535,2.516,EC,0
AUG,26994,3.516,LHblip,2.0000,1.622,0.5161,1.685,43.08,SN(L),1,W,W,W,BOR,-2.431,998400,3.957,3.51E+19,0,DIV-IId,968700,940000,0,502400,STANDARD,0.8765,3.523,EC,1
AUG,26994,4.517,LHblip,2.0000,1.621,0.5167,1.69,43.17,SN(L),1,W,W,W,BOR,-2.43,999700,3.974,3.44E+19,0,DIV-IId,1051000,1080000,0,538300,STANDARD,0.85925,4.522,EC,0
AUG,26996,3.72,LHblip,2.0000,1.62,0.5166,1.687,43.12,SN(L),1,W,W,W,BOR,-2.435,998000,3.987,3.21E+19,0,DIV-IId,925900,800000,0,501400,STANDARD,0.8035,3.722,EC,0
AUG,27124,2.809,LHblip,2.0000,1.637,0.5155,1.703,43.74,SN(L),1,W,W,W,BOR,-2.429,996500,3.964,5.17E+19,0,DIV-IId,1365000,1400000,3,568900,STANDARD,1.29225,2.81,EC,1
AUG,27125,1.48,LH,2.0000,1.645,0.5152,1.716,44.38,SN(L),1,W,W,W,BOR,-2.43,992000,4.017,4.50E+19,0,DIV-IId,1497000,1480000,0,520700,STANDARD,1.124,1.485,EC,1
AUG,27125,2.596,LH,2.0000,1.636,0.5158,1.699,43.68,SN(L),1,W,W,W,BOR,-2.429,996800,3.943,4.70E+19,0,DIV-IId,1286000,1400000,41480,525000,STANDARD,1.176,2.603,NBEC,1
AUG,27125,3.66,LH,2.0000,1.636,0.5174,1.703,43.92,SN(L),1,W,W,W,BOR,-2.429,997500,3.973,4.58E+19,0,DIV-IId,1197000,1300000,0,565200,STANDARD,1.1445,3.67,EC,1
AUG,27126,2.586,LH,2.0000,1.634,0.5173,1.692,43.65,SN(L),1,W,W,W,BOR,-2.43,997400,3.934,4.15E+19,0,DIV-IId,1043000,1200000,0,482100,STANDARD,1.03675,2.591,EC,1
AUG,27126,3.655,LH,2.0000,1.635,0.5181,1.697,43.85,SN(L),1,W,W,W,BOR,-2.429,997800,3.96,4.06E+19,0,DIV-IId,1115000,1195000,0,483500,STANDARD,1.016,3.66,EC,1
AUG,27129,1.451,LH,2.0000,1.637,0.5165,1.709,44.28,SN(L),1,W,W,W,BOR,-2.43,994500,4.034,3.64E+19,0,DIV-IId,1365000,1200000,0,453400,STANDARD,0.9105,1.456,EC,1
AUG,27129,2.564,LH,2.0000,1.634,0.5176,1.691,43.65,SN(L),1,W,W,W,BOR,-2.429,997200,3.929,3.82E+19,0,DIV-IId,1266000,1260000,0,509800,STANDARD,0.954,2.569,EC,1
AUG,27129,3.631,LH,2.0000,1.635,0.5186,1.694,43.83,SN(L),1,W,W,W,BOR,-2.429,999200,3.943,3.32E+19,0,DIV-IId,1643000,1750000,0,471300,STANDARD,0.8295,3.636,EC,0
AUG,27802,2.044,LH,2.0000,1.629,0.529,1.68,44.41,SN(L),1,W,W,W,BOR,-2.481,997500,4.219,4.87E+19,0,DIV-IId,1380000,1380000,0,0,STANDARD,1.218,2.054,EC,1
AUG,27803,2.044,LH,2.0000,1.631,0.5271,1.684,44.38,SN(L),1,W,W,W,BOR,-2.481,997500,4.198,4.85E+19,0,DIV-IId,1436000,1440000,0,0,STANDARD,1.2135,2.054,EC,1
AUG,27804,2.009,LH,2.0000,1.633,0.5216,1.686,44.09,SN(L),1,W,W,W,BOR,-2.481,996700,4.151,2.90E+19,0,DIV-IId,1328000,1400000,0,0,STANDARD,0.726,2.017,EC,0
AUG,27805,2.009,LH,2.0000,1.633,0.5223,1.686,44.09,SN(L),1,W,W,W,BOR,-2.48,997000,4.158,2.88E+19,0,DIV-IId,1315000,1530000,0,0,STANDARD,0.72075,2.017,EC,0
AUG,27805,2.7,LHLH,2.0000,1.63,0.5238,1.669,43.88,SN(L),1,W,W,W,BOR,-2.48,998300,4.135,2.53E+19,0,DIV-IId,1742000,1750000,0,0,STANDARD,0.63275,2.017,EC,0
AUG,27806,2.018,LH,2.0000,1.634,0.5218,1.685,44.11,SN(L),1,W,W,W,BOR,-2.479,997500,4.149,2.86E+19,0,DIV-IId,1386000,1480000,0,0,STANDARD,0.7155,2.023,EC,0
AUG,27806,2.9,LHLH,2.0000,1.63,0.5242,1.668,43.89,SN(L),1,W,W,W,BOR,-2.478,998300,4.136,2.48E+19,0,DIV-IId,1770000,1790000,0,0,STANDARD,0.619,2.023,EC,0
AUG,27810,2.017,LH,2.0000,1.632,0.5231,1.686,44.08,SN(L),1,W,W,W,BOR,-2.478,996800,4.169,2.79E+19,0,DIV-IId,1462000,1560000,0,0,STANDARD,0.69775,2.022,EC,0
AUG,27811,2.024,LH,2.0000,1.636,0.5167,1.699,43.94,SN(L),1,W,W,W,BOR,-2.479,997200,4.123,3.00E+19,0,DIV-IId,1387000,1520000,0,0,STANDARD,0.74875,2.029,EC,0
AUG,27950,1.217,LH,2.0000,1.657,0.5084,1.649,42.87,SN(L),1,W,W,W,BOR,-2.216,604600,5.375,3.94E+19,0,DIV-IId,1079000,900000,174200,0,STANDARD,1.126571429,1.222,NB,1
AUG,27951,1.216,LH,2.0000,1.656,0.5086,1.646,42.83,SN(L),1,W,W,W,BOR,-2.215,604600,5.364,3.99E+19,0,DIV-IId,1039000,880000,172200,0,STANDARD,1.141142857,1.221,NB,1
AUG,27952,1.218,LH,2.0000,1.662,0.501,1.642,42.32,SN(L),1,W,W,W,BOR,-2.221,605000,5.168,4.06E+19,0,DIV-IId,963400,820000,174800,0,STANDARD,1.161142857,1.223,NB,1
AUG,27959,1.22,LH,2.0000,1.651,0.4994,1.691,42.82,SN(L),1,W,W,W,BOR,-2.254,604400,5.546,3.96E+19,0,DIV-IId,1047000,850000,186400,0,STANDARD,1.130571429,1.225,NB,1
AUG,27981,3.016,LH,2.0000,1.622,0.5258,1.648,43.2,SN(L),1,W,W,W,BOR,-2.53,995800,4.172,3.79E+19,0,DIV-IId,1028000,1200000,0,0,STANDARD,0.94625,3.021,EC,1
AUG,28014,1.219,LH,2.0000,1.645,0.5053,1.661,42.6,SN(L),1,W,W,W,BOR,-2.236,603700,5.468,4.01E+19,0,DIV-IId,1148000,900000,172300,0,STANDARD,1.144857143,1.224,NB,1
AUG,28015,1.22,LH,2.0000,1.646,0.5038,1.669,42.66,SN(L),1,W,W,W,BOR,-2.234,604400,5.464,4.00E+19,0,DIV-IId,970400,920000,178700,0,STANDARD,1.141714286,1.225,NB,1
AUG,28016,1.219,LH,2.0000,1.647,0.5031,1.672,42.71,SN(L),1,W,W,W,BOR,-2.236,603600,5.473,4.03E+19,0,DIV-IId,1121000,930000,174500,0,STANDARD,1.151142857,1.224,NB,1
AUG,28017,1.222,LH,2.0000,1.644,0.5051,1.661,42.49,SN(L),1,W,W,W,BOR,-2.234,605200,5.463,4.23E+19,0,DIV-IId,1044000,900000,190400,0,STANDARD,1.208571429,1.227,NB,1
AUG,28036,1.561,LH,2.0000,1.6,0.5311,1.649,43.12,SN(L),1,W,W,W,BOR,-2.471,607100,7.34,1.63E+19,0,DIV-IId,1622000,1240000,96740,0,STANDARD,0.464857143,1.566,NBEC,0
AUG,28037,1.616,LH,2.0000,1.604,0.5216,1.63,42.23,SN(L),1,W,W,W,BOR,-2.474,606100,7.087,2.10E+19,0,DIV-IId,1535000,1070000,83570,0,STANDARD,0.599142857,1.621,NBEC,0
AUG,28048,1.22,LH,2.0000,1.647,0.5036,1.676,42.82,SN(L),1,W,W,W,BOR,-2.227,604500,5.477,4.11E+19,0,DIV-IId,955900,860000,203600,0,STANDARD,1.172857143,1.225,NB,1
AUG,28049,1.219,LH,2.0000,1.645,0.5052,1.665,42.61,SN(L),1,W,W,W,BOR,-2.225,604000,5.471,4.13E+19,0,DIV-IId,1056000,820000,202300,0,STANDARD,1.180571429,1.224,NB,1
AUG,28050,1.218,LH,2.0000,1.647,0.5033,1.677,42.79,SN(L),1,W,W,W,BOR,-2.224,603200,5.481,3.86E+19,0,DIV-IId,1190000,870000,202300,0,STANDARD,1.102285714,1.223,NB,1
AUG,28052,0.915,LH,2.0000,1.674,0.4711,1.796,42.96,SN(L),1,W,W,W,BOR,-2.464,601200,5.736,3.59E+19,0,DIV-IId,1370000,1000000,204900,0,STANDARD,1.024571429,0.92,NB,1
AUG,28053,0.917,LH,2.0000,1.674,0.4688,1.801,42.85,SN(L),1,W,W,W,BOR,-2.459,601900,5.706,3.60E+19,0,DIV-IId,1423000,1020000,213500,0,STANDARD,1.029428571,0.922,NB,1
AUG,28110,3.354,LH,2.0000,1.622,0.524,1.649,43.08,SN(L),1,W,W,W,BOR,-2.382,599400,6.743,1.92E+19,0,DIV-IId,518200,1000000,0,602100,STANDARD,0.547428571,3.358,EC,0
AUG,28111,3.37,LH,2.0000,1.623,0.5233,1.652,43.08,SN(L),1,W,W,W,BOR,-2.382,599400,6.729,1.92E+19,0,DIV-IId,504900,950000,0,535100,STANDARD,0.548,3.375,EC,0
AUG,28112,3.386,LH,2.0000,1.622,0.5236,1.653,43.07,SN(L),1,W,W,W,BOR,-2.382,598900,6.742,1.78E+19,0,DIV-IId,543700,1000000,0,577500,STANDARD,0.507714286,3.395,EC,0
AUG,28124,1.691,LH,2.0000,1.637,0.526,1.687,44.57,SN(L),1,W,W,W,BOR,-2.299,799700,4.831,3.97E+19,0,DIV-IId,1268000,1280000,0,0,STANDARD,1.133142857,1.696,EC,1
AUG,28124,3.679,LH,2.0000,1.633,0.5294,1.636,43.68,SN(L),1,W,W,W,BOR,-2.298,799700,4.688,3.85E+19,0,DIV-IId,1352000,1350000,0,0,STANDARD,1.101142857,3.684,EC,1
AUG,28125,1.673,LH,2.0000,1.636,0.5278,1.681,44.51,SN(L),1,W,W,W,BOR,-2.295,798900,4.813,3.43E+19,0,DIV-IId,1319000,1240000,0,0,STANDARD,0.979142857,1.678,EC,1
AUG,28125,3.672,LH,2.0000,1.632,0.53,1.633,43.64,SN(L),1,W,W,W,BOR,-2.292,798700,4.676,3.64E+19,0,DIV-IId,1274000,1200000,0,0,STANDARD,1.040857143,3.677,EC,1
AUG,28152,3.114,LHblip,2.0000,1.623,0.52,1.705,43.94,SN(L),1,W,W,W,BOR,-2.28,599800,6.441,2.47E+19,0,DIV-IId,776400,790000,52960,420300,STANDARD,0.705428571,3.119,NBEC,0
AUG,28152,4.525,LHblip,2.0000,1.641,0.5209,1.722,44.74,SN(L),1,W,W,W,BOR,-2.279,598200,6.401,2.36E+19,0,DIV-IId,863100,940000,0,456800,STANDARD,0.674571429,4.53,EC,0
AUG,28152,4.713,LHblip,2.0000,1.638,0.5209,1.717,44.64,SN(L),1,W,W,W,BOR,-2.279,598800,6.405,2.41E+19,0,DIV-IId,1033000,950000,66900,501100,STANDARD,0.689428571,4.718,NBEC,0
AUG,28156,2.074,LH,2.0000,1.631,0.5282,1.65,43.85,SN(L),1,W,W,W,BOR,-2.275,797800,4.67,3.57E+19,0,DIV-IId,807100,810000,0,0,STANDARD,1.018571429,2.078,EC,1
AUG,28157,2.127,LH,2.0000,1.63,0.5289,1.643,43.71,SN(L),1,W,W,W,BOR,-2.275,798500,4.668,3.47E+19,0,DIV-IId,862800,800000,0,0,STANDARD,0.991142857,2.132,EC,1
AUG,28158,2.529,LH,2.0000,1.627,0.5331,1.618,43.52,SN(L),1,W,W,W,BOR,-2.276,798400,4.643,3.53E+19,0,DIV-IId,812800,880000,0,0,STANDARD,1.008857143,2.534,EC,1
AUG,28200,3.337,LH,2.0000,1.635,0.5082,1.748,43.93,SN(L),1,W,W,W,BOR,-2.398,598900,7.055,1.77E+19,0,DIV-IId,1608000,1700000,0,738000,STANDARD,0.505428571,3.342,EC,0
AUG,28201,3.215,LH,2.0000,1.628,0.5158,1.721,43.94,SN(L),1,W,W,W,BOR,-2.4,598000,7.042,2.03E+19,0,DIV-IId,839500,1080000,0,513700,STANDARD,0.579714286,3.22,EC,0
AUG,28231,2.004,LH,2.0000,1.628,0.5319,1.632,43.73,SN(L),1,W,W,W,BOR,-2.279,798700,4.689,2.86E+19,0,DIV-IId,802400,900000,95910,0,Xptref,0.817714286,2.009,NBEC,0
AUG,28231,3.202,LH,2.0000,1.629,0.5326,1.635,43.8,SN(L),1,W,W,W,BOR,-2.279,798300,4.697,3.72E+19,0,DIV-IId,1131000,970000,115000,0,Xptref,1.062,3.207,NB,1
AUG,28232,2.009,LH,2.0000,1.644,0.5136,1.664,43.14,SN(L),1,W,W,W,BOR,-2.279,799000,4.363,3.04E+19,0,DIV-IId,900100,830000,48560,0,Xpthigh,0.869142857,2.014,NBEC,1
AUG,28232,3.166,LH,2.0000,1.644,0.5142,1.656,43.08,SN(L),1,W,W,W,BOR,-2.278,797400,4.341,3.79E+19,0,DIV-IId,1172000,1050000,126300,0,Xpthigh,1.082,3.171,NB,1
AUG,28232,4.384,LH,2.0000,1.65,0.5094,1.669,43.13,SN(L),1,W,W,W,BOR,-2.276,796900,4.347,5.39E+19,0,DIV-IId,1645000,1500000,192400,0,Xpthigh,1.540285714,4.389,NB,1
AUG,28233,2.105,LH,2.0000,1.625,0.5361,1.605,43.64,SN(L),1,W,W,W,BOR,-2.277,798200,4.736,2.71E+19,0,DIV-IId,844800,890000,106100,0,Xptin,0.773428571,2.11,NBEC,0
AUG,28233,3.267,LH,2.0000,1.625,0.5355,1.621,43.89,SN(L),1,W,W,W,BOR,-2.276,797600,4.808,3.99E+19,0,DIV-IId,1167000,1150000,115300,0,Xptin,1.138857143,3.272,NB,1
AUG,28234,2.051,LH,2.0000,1.626,0.5316,1.627,43.58,SN(L),1,W,W,W,BOR,-2.28,798000,4.683,2.78E+19,0,DIV-IId,692900,850000,0,0,Xptref,0.794857143,2.056,EC,0
AUG,28234,3.181,LH,2.0000,1.628,0.5324,1.635,43.81,SN(L),1,W,W,W,BOR,-2.279,798100,4.697,3.75E+19,0,DIV-IId,1082000,950000,6248,0,Xptref,1.072571429,3.186,NB,1
AUG,28250,1.938,LH,2.0000,1.625,0.5276,1.671,43.88,SN(L),1,W,W,W,BOR,-2.272,799100,4.754,4.05E+19,0,DIV-IId,1056000,1010000,129400,0,Xptref,1.155714286,1.943,NB,1
AUG,28250,3.043,LH,2.0000,1.631,0.5238,1.669,43.81,SN(L),1,W,W,W,BOR,-2.272,799500,4.695,3.91E+19,0,DIV-IId,1240000,1150000,131700,0,Xptref,1.115714286,3.048,NB,1
AUG,28250,4.144,LH,2.0000,1.635,0.5228,1.647,43.63,SN(L),1,W,W,W,BOR,-2.272,798900,4.725,4.21E+19,0,DIV-IId,1461000,1260000,133400,0,Xptref,1.202285714,4.149,NB,1
AUG,28251,1.933,LH,2.0000,1.642,0.5067,1.71,43.27,SN(L),1,W,W,W,BOR,-2.275,799300,4.422,4.29E+19,0,DIV-IId,886800,850000,117700,0,Xpthigh,1.226571429,1.938,NB,1
AUG,28251,3.036,LH,2.0000,1.649,0.5037,1.705,43.28,SN(L),1,W,W,W,BOR,-2.274,798800,4.373,4.45E+19,0,DIV-IId,1165000,1050000,106500,0,Xpthigh,1.272285714,3.041,NB,1
AUG,28251,4.165,LH,2.0000,1.648,0.5063,1.673,42.89,SN(L),1,W,W,W,BOR,-2.272,799300,4.31,4.31E+19,0,DIV-IId,1254000,1140000,108400,0,Xpthigh,1.232285714,4.17,NB,1
AUG,28252,1.949,LH,2.0000,1.621,0.5319,1.635,43.78,SN(L),1,W,W,W,BOR,-2.272,798400,4.823,4.24E+19,0,DIV-IId,1133000,930000,125400,0,Xptin,1.21,1.954,NB,1
AUG,28252,3.046,LH,2.0000,1.625,0.5312,1.613,43.42,SN(L),1,W,W,W,BOR,-2.272,800300,4.711,4.15E+19,0,DIV-IId,1376000,1030000,124100,0,Xptin,1.185714286,3.051,NB,1
AUG,28252,4.153,LH,2.0000,1.629,0.5275,1.633,43.56,SN(L),1,W,W,W,BOR,-2.272,800400,4.704,4.08E+19,0,DIV-IId,1279000,1100000,125600,0,Xptin,1.165428571,4.158,NB,1
AUG,28253,1.929,LH,2.0000,1.627,0.5261,1.671,43.88,SN(L),1,W,W,W,BOR,-2.275,799500,4.75,4.15E+19,0,DIV-IId,1056000,960000,140000,0,Xptref,1.184285714,1.934,NB,1
AUG,28253,3.105,LH,2.0000,1.627,0.5254,1.66,43.56,SN(L),1,W,W,W,BOR,-2.274,797900,4.736,4.03E+19,0,DIV-IId,1339000,1200000,144300,0,Xptref,1.152,3.109,NB,1
AUG,28253,4.217,LH,2.0000,1.627,0.5288,1.638,43.48,SN(L),1,W,W,W,BOR,-2.272,797800,4.71,3.92E+19,0,DIV-IId,1498000,1350000,145000,0,Xptref,1.121142857,4.222,NB,1
AUG,28254,1.93,LH,2.0000,1.643,0.5063,1.711,43.33,SN(L),1,W,W,W,BOR,-2.272,798700,4.408,4.28E+19,0,DIV-IId,1135000,1000000,131100,0,Xpthigh,1.224,1.935,NB,1
AUG,28254,3.027,LH,2.0000,1.651,0.5021,1.714,43.33,SN(L),1,W,W,W,BOR,-2.272,798800,4.36,4.83E+19,0,DIV-IId,1466000,1340000,112000,0,Xpthigh,1.378857143,3.032,NB,1
AUG,28254,4.148,LH,2.0000,1.649,0.5058,1.672,42.88,SN(L),1,W,W,W,BOR,-2.272,799000,4.298,4.81E+19,0,DIV-IId,1421000,1220000,94740,0,Xpthigh,1.373428571,4.153,NB,1
AUG,28297,1.795,LH,2.0000,1.629,0.5233,1.685,43.98,SN(L),1,W,W,W,BOR,-1.91,795200,4.007,4.06E+19,0,DIV-IId,1136000,1140000,55760,0,STANDARD,1.159714286,1.8,NB,1
AUG,28297,2.737,LH,2.0000,1.629,0.5263,1.653,43.67,SN(L),1,W,W,W,BOR,-1.91,796700,3.938,3.77E+19,0,DIV-IId,982100,980000,54320,0,STANDARD,1.076285714,2.742,NB,1
AUG,28297,3.945,LH,2.0000,1.631,0.5294,1.633,43.55,SN(L),1,W,W,W,BOR,-1.907,796600,3.907,3.75E+19,0,DIV-IId,986300,950000,53810,0,STANDARD,1.072,3.95,NB,1
AUG,28298,1.765,LH,2.0000,1.624,0.5236,1.668,43.54,SN(L),1,W,W,W,BOR,-1.911,795600,4.002,2.41E+19,0,DIV-IId,1004000,1030000,38570,0,STANDARD,0.688571429,1.77,NB,0
AUG,28298,2.741,LH,2.0000,1.623,0.5285,1.628,43.23,SN(L),1,W,W,W,BOR,-1.911,797200,3.919,2.68E+19,0,DIV-IId,893200,1000000,32320,0,STANDARD,0.764285714,2.746,NB,0
AUG,28298,3.957,LH,2.0000,1.626,0.5302,1.615,43.19,SN(L),1,W,W,W,BOR,-1.908,797100,3.9,2.71E+19,0,DIV-IId,950600,920000,32600,0,STANDARD,0.775142857,3.962,NB,0
AUG,28299,1.869,LH,2.0000,1.629,0.5225,1.688,43.97,SN(L),1,W,W,W,BOR,-1.911,795300,4.004,4.47E+19,0,DIV-IId,1179000,1210000,111900,0,STANDARD,1.276285714,1.874,NB,1
AUG,28299,3.076,LH,2.0000,1.631,0.5241,1.654,43.58,SN(L),1,W,W,W,BOR,-1.91,795700,3.926,4.67E+19,0,DIV-IId,1339000,1200000,76640,0,STANDARD,1.334857143,3.081,NB,1
